source	name	group	rhop0	etap	etap.hat	gammap	kappa	logFCinf	R2
LBD6	GK-1	L	2.9155	0.1806	0.062	1.328	15.4891	1.1152	0.8076
LBD6	AT5G01430	E	9.1559	0.6195	0.0677	1.4792	16.9148	1.1	0.8096
LBD6	AT4G08520	E	42.1355	3.03	0.0719	1.7385	17.9778	1.0244	0.939
LBD6	AT3G05937	L	9.6379	0.7132	0.074	1.5428	18.5008	1.1369	0.8884
LBD6	AT1G69760	E	22.6575	1.7213	0.076	2.0229	18.9926	0.9552	0.8742
LBD6	AT1G09640	E	109.3515	8.5283	0.078	4.5525	19.4974	0.5143	0.8803
LBD6	AT3G53650	E	12.36	0.9734	0.0788	2.275	19.6893	0.8995	0.8691
LBD6	AT5G28919	E	5.3144	0.4205	0.0791	2.9585	19.783	0.7387	0.8212
LBD6	AT5G14140	L	2.8921	0.2411	0.0834	5	20.8409	0.5027	0.8166
LBD6	RPL10B	E	15.2021	1.3414	0.0882	2.0671	22.0601	1.0477	0.8592
LBD6	AT4G22320	L	4.6754	0.4179	0.0894	5	22.3477	0.533	0.8608
LBD6	AT5G11000	L	8.1594	0.7529	0.0923	5	23.0693	0.5473	0.8216
LBD6	AT5G01230	E	4.0254	0.3792	0.0942	3.9619	23.5506	0.673	0.8179
LBD6	ITPK1	L	9.8088	0.9285	0.0947	5	23.6646	0.559	0.8204
LBD6	HTA9	E	115.25	11.1543	0.0968	5	24.1959	0.5694	0.8009
LBD6	AT2G30695	E	9.7742	0.9511	0.0973	1.1274	24.3269	1.6589	0.8514
LBD6	SADHU1-3	E	1.934	0.1994	0.1031	2.2749	25.7786	1.093	0.9141
LBD6	HSBP	E	107.4035	11.2024	0.1043	2.7307	26.0755	0.9671	0.844
LBD6	FER3	E	33.4917	3.6379	0.1086	3.5909	27.1553	0.8125	0.8134
LBD6	CLE41	E	12.7552	1.395	0.1094	5	27.3415	0.6293	0.8115
LBD6	PEX19-2	L	7.1743	0.7883	0.1099	5	27.4707	0.6317	0.8411
LBD6	CBL2	E	7.3484	0.8215	0.1118	2.2861	27.949	1.1522	0.8177
LBD6	FAD3	E	43.5565	5.2522	0.1206	5	30.146	0.6807	0.8373
LBD6	AT2G36930	E	33.5104	4.1641	0.1243	3.2725	31.0656	0.963	0.8148
LBD6	HTA5	E	106.5898	14.0072	0.1314	4.0363	32.8531	0.8591	0.8242
LBD6	AT3G46320	E	75.0431	9.9394	0.1324	3.2638	33.1124	1.0105	0.8324
LBD6	AT1G73230	E	168.8637	24.0459	0.1424	5	35.5995	0.7757	0.8591
LBD6	AT5G41670	E	89.254	12.7347	0.1427	3.8066	35.6698	0.9539	0.9469
LBD6	NUDT7	L	10.8098	1.5463	0.143	3.4177	35.7623	1.0331	0.806
LBD6	SHM4	E	151.496	22.1986	0.1465	3.7178	36.6323	0.9894	0.8053
LBD6	RABA1G	E	4.1645	0.6219	0.1493	0.9432	37.3305	2.3097	0.8197
LBD6	HTR2	E	110.8634	16.8858	0.1523	3.4753	38.0779	1.0674	0.9431
LBD6	RPL18AC	E	167.1687	26.222	0.1569	5	39.2149	0.8354	0.8462
LBD6	AT4G17670	E	5.7149	0.9112	0.1594	2.396	39.8611	1.4134	0.8093
LBD6	RS40	E	8.239	1.3308	0.1615	1.6848	40.3819	1.7642	0.8103
LBD6	HTA6	E	30.2204	4.945	0.1636	1.5857	40.9078	1.8399	0.8423
LBD6	AT5G24570	E	78.9069	15.1662	0.1922	5	48.0509	0.9716	0.8884
LBD6	RPS10C	E	212.3796	41.4917	0.1954	5	48.8414	0.9832	0.807
LBD6	HMGB2	E	51.3544	10.4391	0.2033	3.3482	50.8187	1.3322	0.9023
LBD6	AT4G14330	L	0.8282	0.1754	0.2118	5	52.9614	1.0421	0.8684
LBD6	PDF2.2	E	845.0347	201.8017	0.2388	4.8215	59.7022	1.1624	0.8244
LBD6	AT5G40960	E	1.5052	0.3871	0.2572	1.6528	64.2926	2.2898	0.8214
LBD6	MYB4	L	11.7654	3.0414	0.2585	5	64.6252	1.1969	0.9391
LBD6	CP29A	E	312.3311	89.1269	0.2854	5	71.34	1.2791	0.8858
LBD6	COR27	E	1.0366	0.2997	0.2891	3.6974	72.2845	1.5632	0.8309
LBD6	GER3	E	411.8498	169.007	0.4104	5	102.5902	1.6097	0.8821
LBD6	GRXC9	E	0.4606	0.2866	0.6222	2.7533	155.5578	2.7333	0.9326
LBD6	PDF1.5	L	0.5474	0.4202	0.7677	0.8014	191.9155	4.6408	0.8127
LBD6	AT1G36640	L	0.658	1.13	1.71	4.936	428	3.27	0.876
LBD6	AT2G36040	E	0.343	1.04	3.02	5	756	4.01	0.8801
